Insertion Threads, Removal Threads, Replacement Threads,,,,
25749861, remove, finished,374, , false, [ 219 232 247 252 269 390 487 2320 2690 ] 
25761194, add, started,358, , , [ 219 232 247 252 269 390 487 2320 2690 ] 
26016558, replace, finished,374,3740, true, [ 219 232 247 252 269 390 487 2320 2690 3740 ] 
26164061, add, finished,374, , true, [ 219 232 247 252 269 374 390 487 2320 2690 3740 ] 
26176230, remove, started,358, , , [ 219 232 247 252 269 374 390 487 2320 2690 3740 ] 
26178304, remove, started,139, , , [ 219 232 247 252 269 374 390 487 2320 2690 3740 ] 
26181075, add, started,139, , , [ 219 232 247 252 269 374 390 487 2320 2690 3740 ] 
26312987, add, started,127, , , [ 219 232 247 252 269 374 390 487 2320 2690 3740 ] 
26437954, replace, finished,175,1750, true, [ 219 232 247 252 269 374 390 487 1750 2320 2690 3740 ] 
26483842, add, finished,127, , true, [ 127 219 232 247 252 269 374 390 487 1750 2320 2690 3740 ] 
26592524, add, finished,453, , true, [ 127 219 232 247 252 269 374 390 453 487 1750 2320 2690 3740 ] 
34889231, remove, started,127, , , [ 127 219 232 247 252 269 374 390 453 487 1750 2320 2690 3740 ] 
34889500, remove, started,127, , , [ 127 219 232 247 252 269 374 390 453 487 1750 2320 2690 3740 ] 
34914546, remove, started,127, , , [ 127 219 232 247 252 269 374 390 453 487 1750 2320 2690 3740 ] 
34920964, remove, started,127, , , [ 127 219 232 247 252 269 374 390 453 487 1750 2320 2690 3740 ] 
35078399, remove, started,127, , , [ 127 219 232 247 252 269 374 390 453 487 1750 2320 2690 3740 ] 
35189657, remove, started,127, , , [ 127 219 232 247 252 269 374 390 453 487 1750 2320 2690 3740 ] 
35193978, replace, started,127,1270, , [ 127 219 232 247 252 269 374 390 453 487 1750 2320 2690 3740 ] 
35398383, add, started,306, , , [ 127 219 232 247 252 269 374 390 453 487 1750 2320 2690 3740 ] 
35570008, replace, started,306,3060, , [ 127 219 232 247 252 269 374 390 453 487 1750 2320 2690 3740 ] 
35941877, remove, started,306, , , [ 127 219 232 247 252 269 374 390 453 487 1750 2320 2690 3740 ] 
35987747, add, started,6, , , [ 127 219 232 247 252 269 374 390 453 487 1750 2320 2690 3740 ] 
36058096, add, started,404, , , [ 127 219 232 247 252 269 374 390 453 487 1750 2320 2690 3740 ] 
36120353, remove, started,404, , , [ 127 219 232 247 252 269 374 390 453 487 1750 2320 2690 3740 ] 
36138744, add, started,303, , , [ 127 219 232 247 252 269 374 390 453 487 1750 2320 2690 3740 ] 
36172632, remove, started,303, , , [ 127 219 232 247 252 269 374 390 453 487 1750 2320 2690 3740 ] 
36180960, remove, started,303, , , [ 127 219 232 247 252 269 374 390 453 487 1750 2320 2690 3740 ] 
36199865, remove, started,303, , , [ 127 219 232 247 252 269 374 390 453 487 1750 2320 2690 3740 ] 
36203081, remove, started,303, , , [ 127 219 232 247 252 269 374 390 453 487 1750 2320 2690 3740 ] 
36449802, remove, finished,453, , false, [ 127 219 232 247 252 269 374 390 453 487 1750 2320 2690 3740 ] 
36451480, replace, started,303,3030, , [ 127 219 232 247 252 269 374 390 453 487 1750 2320 2690 3740 ] 
36532398, add, finished,175, , true, [ 127 175 219 232 247 252 269 374 390 453 487 1750 2320 2690 3740 ] 
36633886, replace, finished,252,2520, true, [ 127 175 219 232 247 252 269 374 390 453 487 1750 2320 2520 2690 3740 ] 
36790448, remove, started,303, , , [ 127 175 219 232 247 252 269 374 390 453 487 1750 2320 2520 2690 3740 ] 
36820741, replace, finished,252,2520, false, [ 127 175 219 232 247 252 269 374 390 453 487 1750 2320 2520 2690 3740 ] 
36849325, add, started,111, , , [ 127 175 219 232 247 252 269 374 390 453 487 1750 2320 2520 2690 3740 ] 
36937683, replace, finished,252,2520, false, [ 127 175 219 232 247 252 269 374 390 453 487 1750 2320 2520 2690 3740 ] 
36945441, add, started,277, , , [ 127 175 219 232 247 252 269 374 390 453 487 1750 2320 2520 2690 3740 ] 
37276412, remove, started,277, , , [ 127 175 219 232 247 252 269 374 390 453 487 1750 2320 2520 2690 3740 ] 
37363598, remove, started,277, , , [ 127 175 219 232 247 252 269 374 390 453 487 1750 2320 2520 2690 3740 ] 
37390050, remove, started,277, , , [ 127 175 219 232 247 252 269 374 390 453 487 1750 2320 2520 2690 3740 ] 
37394414, replace, started,277,2770, , [ 127 175 219 232 247 252 269 374 390 453 487 1750 2320 2520 2690 3740 ] 
37400263, replace, started,277,2770, , [ 127 175 219 232 247 252 269 374 390 453 487 1750 2320 2520 2690 3740 ] 
37417164, replace, started,277,2770, , [ 127 175 219 232 247 252 269 374 390 453 487 1750 2320 2520 2690 3740 ] 
37447892, remove, started,277, , , [ 127 175 219 232 247 252 269 374 390 453 487 1750 2320 2520 2690 3740 ] 
37495545, remove, finished,269, , false, [ 127 175 219 232 247 252 269 374 390 453 487 1750 2320 2520 2690 3740 ] 
37530015, add, started,173, , , [ 127 175 219 232 247 252 269 374 390 453 487 1750 2320 2520 2690 3740 ] 
37534601, remove, started,277, , , [ 127 175 219 232 247 252 269 374 390 453 487 1750 2320 2520 2690 3740 ] 
37593984, remove, finished,277, , false, [ 127 175 219 232 247 252 269 374 390 453 487 1750 2320 2520 2690 3740 ] 
37706406, replace, finished,277,2770, true, [ 127 175 219 232 247 252 269 374 390 453 487 1750 2320 2520 2690 2770 3740 ] 
37880322, replace, started,173,1730, , [ 127 175 219 232 247 252 269 374 390 453 487 1750 2320 2520 2690 2770 3740 ] 
37897636, add, started,371, , , [ 127 175 219 232 247 252 269 374 390 453 487 1750 2320 2520 2690 2770 3740 ] 
37934937, replace, finished,277,2770, false, [ 127 175 219 232 247 252 269 374 390 453 487 1750 2320 2520 2690 2770 3740 ] 
37971226, remove, started,371, , , [ 127 175 219 232 247 252 269 374 390 453 487 1750 2320 2520 2690 2770 3740 ] 
37980706, remove, started,371, , , [ 111 127 175 219 232 247 252 269 374 390 453 487 1750 2320 2520 2690 2770 3740 ] 
38000395, add, finished,111, , true, [ 111 127 175 219 232 247 252 269 374 390 453 487 1750 2320 2520 2690 2770 3740 ] 
38063357, add, finished,277, , true, [ 111 127 175 219 232 247 252 269 277 374 390 453 487 1750 2320 2520 2690 2770 3740 ] 
38290407, remove, finished,303, , false, [ 111 127 175 219 232 247 252 269 277 374 390 453 487 1750 2320 2520 2690 2770 3740 ] 
38371433, replace, started,371,3710, , [ 111 127 175 219 232 247 252 269 277 374 390 453 487 1750 2320 2520 2690 2770 3740 ] 
38459721, add, started,73, , , [ 111 127 175 219 232 247 252 269 277 374 390 453 487 1750 2320 2520 2690 2770 3740 ] 
38501503, replace, finished,303,3030, true, [ 111 127 175 219 232 247 252 269 277 374 390 453 487 1750 2320 2520 2690 2770 3030 3740 ] 
38580782, replace, started,73,730, , [ 111 127 175 219 232 247 252 269 277 374 390 453 487 1750 2320 2520 2690 2770 3030 3740 ] 
38617674, remove, started,73, , , [ 111 127 175 219 232 247 252 269 277 374 390 453 487 1750 2320 2520 2690 2770 3030 3740 ] 
38733325, remove, finished,303, , false, [ 111 127 175 219 232 247 252 269 277 374 390 453 487 1750 2320 2520 2690 2770 3030 3740 ] 
38846078, remove, finished,303, , false, [ 111 127 175 219 232 247 252 269 277 374 390 453 487 1750 2320 2520 2690 2770 3030 3740 ] 
38886579, remove, started,73, , , [ 111 127 175 219 232 247 252 269 277 374 390 453 487 1750 2320 2520 2690 2770 3030 3740 ] 
38908539, replace, started,73,730, , [ 111 127 175 219 232 247 252 269 277 374 390 453 487 1750 2320 2520 2690 2770 3030 3740 ] 
38979770, remove, finished,303, , false, [ 111 127 175 219 232 247 252 269 277 374 390 453 487 1750 2320 2520 2690 2770 3030 3740 ] 
39052958, replace, started,73,730, , [ 111 127 175 219 232 247 252 269 277 374 390 453 487 1750 2320 2520 2690 2770 3030 3740 ] 
39122087, remove, finished,303, , false, [ 111 127 175 219 232 247 252 269 277 374 390 453 487 1750 2320 2520 2690 2770 3030 3740 ] 
39190006, remove, started,73, , , [ 111 127 175 219 232 247 252 269 277 374 390 453 487 1750 2320 2520 2690 2770 3030 3740 ] 
39234748, add, finished,303, , true, [ 111 127 175 219 232 247 252 269 277 303 374 390 453 487 1750 2320 2520 2690 2770 3030 3740 ] 
39239087, replace, started,73,730, , [ 111 127 175 219 232 247 252 269 277 303 374 390 453 487 1750 2320 2520 2690 2770 3030 3740 ] 
39271919, replace, started,106,1060, , [ 111 127 175 219 232 247 252 269 277 303 374 390 453 487 1750 2320 2520 2690 2770 3030 3740 ] 
39272242, add, started,106, , , [ 111 127 175 219 232 247 252 269 277 303 374 390 404 453 487 1750 2320 2520 2690 2770 3030 3740 ] 
39301994, remove, started,106, , , [ 111 127 175 219 232 247 252 269 277 303 374 390 404 453 487 1750 2320 2520 2690 2770 3030 3740 ] 
39323091, add, finished,404, , true, [ 111 127 175 219 232 247 252 269 277 303 374 390 404 453 487 1750 2320 2520 2690 2770 3030 3740 ] 
39408880, remove, finished,404, , false, [ 111 127 175 219 232 247 252 269 277 303 374 390 404 453 487 1750 2320 2520 2690 2770 3030 3740 ] 
39846574, add, finished,6, , true, [ 6 111 127 175 219 232 247 252 269 277 303 374 390 404 453 487 1750 2320 2520 2690 2770 3030 3740 ] 
39854309, remove, started,106, , , [ 6 111 127 175 219 232 247 252 269 277 303 374 390 404 453 487 1750 2320 2520 2690 2770 3030 3740 ] 
39862218, remove, started,106, , , [ 6 111 127 175 219 232 247 252 269 277 303 374 390 404 453 487 1750 2320 2520 2690 2770 3030 3740 ] 
39886145, remove, started,106, , , [ 6 111 127 175 219 232 247 252 269 277 303 374 390 404 453 487 1750 2320 2520 2690 2770 3030 3740 ] 
39891354, remove, started,106, , , [ 6 111 127 175 219 232 247 252 269 277 303 374 390 404 453 487 1750 2320 2520 2690 2770 3030 3740 ] 
39935818, remove, finished,306, , false, [ 6 111 127 175 219 232 247 252 269 277 303 374 390 404 453 487 1750 2320 2520 2690 2770 3030 3740 ] 
40006000, replace, finished,306,3060, true, [ 6 111 127 175 219 232 247 252 269 277 303 374 390 404 453 487 1750 2320 2520 2690 2770 3030 3060 3740 ] 
40062277, add, finished,306, , true, [ 6 111 127 175 219 232 247 252 269 277 303 306 374 390 404 453 487 1750 2320 2520 2690 2770 3030 3060 3740 ] 
40235650, remove, finished,106, , false, [ 6 111 127 175 219 232 247 252 269 277 303 306 374 390 404 453 487 1750 2320 2520 2690 2770 3030 3060 3740 ] 
40247631, add, started,171, , , [ 6 111 127 175 219 232 247 252 269 277 303 306 374 390 404 453 487 1750 2320 2520 2690 2770 3030 3060 3740 ] 
40329791, replace, finished,127,1270, true, [ 6 111 175 219 232 247 252 269 277 303 306 374 390 404 453 487 1270 1750 2320 2520 2690 2770 3030 3060 3740 ] 
40382512, remove, finished,127, , false, [ 6 111 175 219 232 247 252 269 277 303 306 374 390 404 453 487 1270 1750 2320 2520 2690 2770 3030 3060 3740 ] 
40479545, remove, finished,127, , false, [ 6 111 175 219 232 247 252 269 277 303 306 374 390 404 453 487 1270 1750 2320 2520 2690 2770 3030 3060 3740 ] 
40678373, replace, started,171,1710, , [ 6 111 175 219 232 247 252 269 277 303 306 374 390 404 453 487 1270 1750 2320 2520 2690 2770 3030 3060 3740 ] 
40690036, add, started,494, , , [ 6 111 175 219 232 247 252 269 277 303 306 374 390 404 453 487 1270 1750 2320 2520 2690 2770 3030 3060 3740 ] 
40713630, remove, started,494, , , [ 6 111 175 219 232 247 252 269 277 303 306 374 390 404 453 487 1270 1750 2320 2520 2690 2770 3030 3060 3740 ] 
40795333, remove, finished,127, , false, [ 6 111 175 219 232 247 252 269 277 303 306 374 390 404 453 487 1270 1750 2320 2520 2690 2770 3030 3060 3740 ] 
40899921, remove, finished,127, , false, [ 6 111 175 219 232 247 252 269 277 303 306 374 390 404 453 487 1270 1750 2320 2520 2690 2770 3030 3060 3740 ] 
41071781, remove, finished,127, , false, [ 6 111 175 219 232 247 252 269 277 303 306 374 390 404 453 487 1270 1750 2320 2520 2690 2770 3030 3060 3740 ] 
41162401, remove, finished,127, , false, [ 6 111 175 219 232 247 252 269 277 303 306 374 390 404 453 487 1270 1750 2320 2520 2690 2770 3030 3060 3740 ] 
41434396, add, finished,139, , true, [ 6 111 139 175 219 232 247 252 269 277 303 306 374 390 404 453 487 1270 1750 2320 2520 2690 2770 3030 3060 3740 ] 
41493057, remove, finished,139, , false, [ 6 111 139 175 219 232 247 252 269 277 303 306 374 390 404 453 487 1270 1750 2320 2520 2690 2770 3030 3060 3740 ] 
41564568, remove, finished,358, , false, [ 6 111 139 175 219 232 247 252 269 277 303 306 374 390 404 453 487 1270 1750 2320 2520 2690 2770 3030 3060 3740 ] 
41725945, add, finished,358, , true, [ 6 111 139 175 219 232 247 252 269 277 303 306 358 374 390 404 453 487 1270 1750 2320 2520 2690 2770 3030 3060 3740 ] 
41982739, add, finished,480, , true, [ 6 111 139 175 219 232 247 252 269 277 303 306 358 374 390 404 453 480 487 1270 1750 2320 2520 2690 2770 3030 3060 3740 ] 
42053340, remove, finished,480, , false, [ 6 111 139 175 219 232 247 252 269 277 303 306 358 374 390 404 453 480 487 1270 1750 2320 2520 2690 2770 3030 3060 3740 ] 
42138155, replace, finished,480,4800, true, [ 6 111 139 175 219 232 247 252 269 277 303 306 358 374 390 404 453 480 487 1270 1750 2320 2520 2690 2770 3030 3060 3740 4800 ] 
42187285, add, finished,279, , true, [ 6 111 139 175 219 232 247 252 269 277 279 303 306 358 374 390 404 453 480 487 1270 1750 2320 2520 2690 2770 3030 3060 3740 4800 ] 
42264144, remove, finished,279, , false, [ 6 111 139 175 219 232 247 252 269 277 279 303 306 358 374 390 404 453 480 487 1270 1750 2320 2520 2690 2770 3030 3060 3740 4800 ] 
43517473, remove, finished,494, , false, [ 6 111 139 175 219 232 247 252 269 277 279 303 306 358 374 390 404 453 480 487 1270 1750 2320 2520 2690 2770 3030 3060 3740 4800 ] 
43693516, replace, finished,171,1710, true, [ 6 111 139 175 219 232 247 252 269 277 279 303 306 358 374 390 404 453 480 487 1270 1710 1750 2320 2520 2690 2770 3030 3060 3740 4800 ] 
43760975, add, finished,494, , true, [ 6 111 139 175 219 232 247 252 269 277 279 303 306 358 374 390 404 453 480 487 494 1270 1710 1750 2320 2520 2690 2770 3030 3060 3740 4800 ] 
44257058, add, finished,171, , true, [ 6 111 139 171 175 219 232 247 252 269 277 279 303 306 358 374 390 404 453 480 487 494 1270 1710 1750 2320 2520 2690 2770 3030 3060 3740 4800 ] 
44620879, remove, finished,106, , false, [ 6 111 139 171 175 219 232 247 252 269 277 279 303 306 358 374 390 404 453 480 487 494 1270 1710 1750 2320 2520 2690 2770 3030 3060 3740 4800 ] 
44690028, remove, finished,106, , false, [ 6 111 139 171 175 219 232 247 252 269 277 279 303 306 358 374 390 404 453 480 487 494 1270 1710 1750 2320 2520 2690 2770 3030 3060 3740 4800 ] 
44924259, remove, finished,106, , false, [ 6 111 139 171 175 219 232 247 252 269 277 279 303 306 358 374 390 404 453 480 487 494 1270 1710 1750 2320 2520 2690 2770 3030 3060 3740 4800 ] 
45126042, remove, finished,106, , false, [ 6 111 139 171 175 219 232 247 252 269 277 279 303 306 358 374 390 404 453 480 487 494 1270 1710 1750 2320 2520 2690 2770 3030 3060 3740 4800 ] 
45249394, replace, finished,73,730, true, [ 6 111 139 171 175 219 232 247 252 269 277 279 303 306 358 374 390 404 453 480 487 494 730 1270 1710 1750 2320 2520 2690 2770 3030 3060 3740 4800 ] 
45266425, add, finished,106, , true, [ 6 106 111 139 171 175 219 232 247 252 269 277 279 303 306 358 374 390 404 453 480 487 494 730 1270 1710 1750 2320 2520 2690 2770 3030 3060 3740 4800 ] 
45347694, replace, finished,106,1060, true, [ 6 111 139 171 175 219 232 247 252 269 277 279 303 306 358 374 390 404 453 480 487 494 730 1060 1270 1710 1750 2320 2520 2690 2770 3030 3060 3740 4800 ] 
45443620, remove, finished,73, , false, [ 6 111 139 171 175 219 232 247 252 269 277 279 303 306 358 374 390 404 453 480 487 494 730 1060 1270 1710 1750 2320 2520 2690 2770 3030 3060 3740 4800 ] 
45579916, replace, finished,73,730, false, [ 6 111 139 171 175 219 232 247 252 269 277 279 303 306 358 374 390 404 453 480 487 494 730 1060 1270 1710 1750 2320 2520 2690 2770 3030 3060 3740 4800 ] 
45755708, replace, finished,73,730, false, [ 6 111 139 171 175 219 232 247 252 269 277 279 303 306 358 374 390 404 453 480 487 494 730 1060 1270 1710 1750 2320 2520 2690 2770 3030 3060 3740 4800 ] 
45798142, remove, finished,73, , false, [ 6 111 139 171 175 219 232 247 252 269 277 279 303 306 358 374 390 404 453 480 487 494 730 1060 1270 1710 1750 2320 2520 2690 2770 3030 3060 3740 4800 ] 
46005768, remove, finished,73, , false, [ 6 111 139 171 175 219 232 247 252 269 277 279 303 306 358 374 390 404 453 480 487 494 730 1060 1270 1710 1750 2320 2520 2690 2770 3030 3060 3740 4800 ] 
46070751, replace, finished,73,730, false, [ 6 111 139 171 175 219 232 247 252 269 277 279 303 306 358 374 390 404 453 480 487 494 730 1060 1270 1710 1750 2320 2520 2690 2770 3030 3060 3740 4800 ] 
46153586, add, finished,73, , true, [ 6 73 111 139 171 175 219 232 247 252 269 277 279 303 306 358 374 390 404 453 480 487 494 730 1060 1270 1710 1750 2320 2520 2690 2770 3030 3060 3740 4800 ] 
46295054, replace, finished,371,3710, true, [ 6 73 111 139 171 175 219 232 247 252 269 277 279 303 306 358 374 390 404 453 480 487 494 730 1060 1270 1710 1750 2320 2520 2690 2770 3030 3060 3710 3740 4800 ] 
46428937, remove, finished,371, , false, [ 6 73 111 139 171 175 219 232 247 252 269 277 279 303 306 358 374 390 404 453 480 487 494 730 1060 1270 1710 1750 2320 2520 2690 2770 3030 3060 3710 3740 4800 ] 
46701195, remove, finished,371, , false, [ 6 73 111 139 171 175 219 232 247 252 269 277 279 303 306 358 374 390 404 453 480 487 494 730 1060 1270 1710 1750 2320 2520 2690 2770 3030 3060 3710 3740 4800 ] 
46823031, add, finished,371, , true, [ 6 73 111 139 171 175 219 232 247 252 269 277 279 303 306 358 371 374 390 404 453 480 487 494 730 1060 1270 1710 1750 2320 2520 2690 2770 3030 3060 3710 3740 4800 ] 
46860519, replace, finished,173,1730, true, [ 6 73 111 139 171 175 219 232 247 252 269 277 279 303 306 358 371 374 390 404 453 480 487 494 730 1060 1270 1710 1730 1750 2320 2520 2690 2770 3030 3060 3710 3740 4800 ] 
47062260, remove, finished,277, , false, [ 6 73 111 139 171 175 219 232 247 252 269 277 279 303 306 358 371 374 390 404 453 480 487 494 730 1060 1270 1710 1730 1750 2320 2520 2690 2770 3030 3060 3710 3740 4800 ] 
47143757, add, finished,173, , true, [ 6 73 111 139 171 173 175 219 232 247 252 269 277 279 303 306 358 371 374 390 404 453 480 487 494 730 1060 1270 1710 1730 1750 2320 2520 2690 2770 3030 3060 3710 3740 4800 ] 
47209032, remove, finished,277, , false, [ 6 73 111 139 171 173 175 219 232 247 252 269 277 279 303 306 358 371 374 390 404 453 480 487 494 730 1060 1270 1710 1730 1750 2320 2520 2690 2770 3030 3060 3710 3740 4800 ] 
47283042, remove, finished,277, , false, [ 6 73 111 139 171 173 175 219 232 247 252 269 277 279 303 306 358 371 374 390 404 453 480 487 494 730 1060 1270 1710 1730 1750 2320 2520 2690 2770 3030 3060 3710 3740 4800 ] 
47373930, replace, finished,277,2770, false, [ 6 73 111 139 171 173 175 219 232 247 252 269 277 279 303 306 358 371 374 390 404 453 480 487 494 730 1060 1270 1710 1730 1750 2320 2520 2690 2770 3030 3060 3710 3740 4800 ] 
47468687, remove, finished,277, , false, [ 6 73 111 139 171 173 175 219 232 247 252 269 277 279 303 306 358 371 374 390 404 453 480 487 494 730 1060 1270 1710 1730 1750 2320 2520 2690 2770 3030 3060 3710 3740 4800 ] 
